"","Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"134","negative regulation of nitric oxide biosynthetic process (GO:0045019)","2/12",0.00128347809000321,0.0148579130185885,0,0,45.2272727272727,301.131396371139,"PTGIS;CD34"
"135","regulation of angiogenesis (GO:0045765)","5/179",0.00129157646974208,0.0148579130185885,0,0,6.67207572684246,44.3819253970909,"PTGIS;CD34;THBS1;RUNX1;TGFBR2"
"136","negative regulation of cell projection organization (GO:0031345)","4/106",0.00134256422188029,0.015330898798383,0,0,9.03237574099407,59.7326714619636,"LGALS1;DPYSL3;SPP1;VIM"
"137","positive regulation of fibroblast proliferation (GO:0048146)","3/49",0.00139777798170579,0.0158448847123292,0,0,14.8905547226387,97.8737021473672,"S100A6;IGF1;GAS6"
"138","positive regulation of kinase activity (GO:0033674)","8/480",0.0014409751619172,0.0162161914960682,0,0,4.01777594047127,26.2860387338792,"TGFB3;F2R;LMNA;KDELR3;GAS6;ADCY7;THBS1;TGFBR2"
"139","negative regulation of wound healing (GO:0061045)","3/50",0.00148218711283846,0.016424920785273,0,0,14.5730007336757,94.9319733390421,"SERPINE2;PLAT;CD34"
"140","cellular response to carbohydrate stimulus (GO:0071322)","3/50",0.00148218711283846,0.016424920785273,0,0,14.5730007336757,94.9319733390421,"COLEC12;LGALS1;GAS6"
"141","positive regulation of transforming growth factor beta production (GO:0071636)","2/13",0.00151240416760724,0.016424920785273,0,0,41.1136363636364,266.994204708188,"THBS1;CD34"
"142","hematopoietic stem cell proliferation (GO:0071425)","2/13",0.00151240416760724,0.016424920785273,0,0,41.1136363636364,266.994204708188,"CD34;RUNX1"
"143","positive regulation of insulin-like growth factor receptor signaling pathway (GO:0043568)","2/13",0.00151240416760724,0.016424920785273,0,0,41.1136363636364,266.994204708188,"IGFBP4;IGF1"
"144","cellular component disassembly involved in execution phase of apoptosis (GO:0006921)","3/53",0.00175438436543517,0.018332828673929,0,0,13.6965517241379,86.9133491258379,"GSN;LMNA;VIM"
"145","negative regulation of neurogenesis (GO:0050768)","5/192",0.00175889066234976,0.018332828673929,0,0,6.20415224913495,39.3533842547929,"COL3A1;LGALS1;DPYSL3;SPP1;VIM"
"146","gland morphogenesis (GO:0022612)","2/14",0.00175931568893363,0.018332828673929,0,0,37.6856060606061,239.033406205163,"TGFB3;TGFBR2"
"147","stress fiber assembly (GO:0043149)","2/14",0.00175931568893363,0.018332828673929,0,0,37.6856060606061,239.033406205163,"ITGB5;ELN"
"148","cartilage development involved in endochondral bone morphogenesis (GO:0060351)","2/14",0.00175931568893363,0.018332828673929,0,0,37.6856060606061,239.033406205163,"COL1A1;THBS1"
"149","fibril organization (GO:0097435)","2/14",0.00175931568893363,0.018332828673929,0,0,37.6856060606061,239.033406205163,"MFAP4;COL3A1"
"150","single-organism cellular localization (GO:1902580)","8/496",0.00177071751518953,0.018332828673929,0,0,3.8828468612555,24.6031560697581,"TGFB3;SEC61G;F2R;LMNA;S100A13;SEC61B;GAS6;VAMP5"
"151","regulation of vasculature development (GO:1901342)","5/197",0.00196806707493345,0.020241113691203,0,0,6.04105392156863,37.6400151974736,"PTGIS;CD34;THBS1;RUNX1;TGFBR2"
"152","craniofacial suture morphogenesis (GO:0097094)","2/15",0.00202404979099555,0.0204113592559487,0,0,34.784965034965,215.759134779311,"MMP14;TGFB3"
"153","renal system process involved in regulation of blood volume (GO:0001977)","2/15",0.00202404979099555,0.0204113592559487,0,0,34.784965034965,215.759134779311,"F2R;GAS6"
"154","response to UV-B (GO:0010224)","2/15",0.00202404979099555,0.0204113592559487,0,0,34.784965034965,215.759134779311,"MFAP4;CRIP1"
"155","positive regulation of cell division (GO:0051781)","4/120",0.00211670480283005,0.0212080165083553,0,0,7.93664795509222,48.8730426786152,"MDK;TGFB3;PTN;IGF1"
"156","negative regulation of protein transport (GO:0051224)","4/122",0.00224792881855839,0.0223784195847511,0,0,7.80134016554986,47.5705908811329,"FZD1;F2R;GAS6;CD34"
"157","axon regeneration (GO:0031103)","2/16",0.00230644468286375,0.0225277269967761,0,0,32.2987012987013,196.119265863787,"TNC;NREP"
"158","behavioral response to pain (GO:0048266)","2/16",0.00230644468286375,0.0225277269967761,0,0,32.2987012987013,196.119265863787,"THBS1;RUNX1"
"159","negative regulation of release of cytochrome c from mitochondria (GO:0090201)","2/16",0.00230644468286375,0.0225277269967761,0,0,32.2987012987013,196.119265863787,"LMNA;IGF1"
"160","cellular response to organonitrogen compound (GO:0071417)","7/411",0.00254285864147338,0.024681621688801,0,0,4.07199093403316,24.3279729407309,"COL1A1;COL3A1;COL1A2;MMP2;COL6A1;COL5A2;ADCY7"
"161","regulation of protein import into nucleus, translocation (GO:0033158)","2/17",0.00260633964029675,0.0251406550396326,0,0,30.1439393939394,179.350666185977,"IGF1;GAS6"
"162","negative regulation of nervous system development (GO:0051961)","5/211",0.00265046373171347,0.0254084578725371,0,0,5.62649914334666,33.3821356676666,"COL3A1;LGALS1;DPYSL3;SPP1;VIM"
"163","cellular response to retinoic acid (GO:0071300)","3/62",0.00275106814864435,0.0260539468415968,0,0,11.6019871420222,68.4026016147628,"COL1A1;ALDH1A2;TNC"
"164","tissue homeostasis (GO:0001894)","4/129",0.00275135047135987,0.0260539468415968,0,0,7.36186046511628,43.4030513542006,"CTSK;F2R;ILDR2;CD34"
"165","regulation of cell activation (GO:0050865)","7/420",0.00286794679013606,0.0268829511422685,0,0,3.98141719420053,23.3078489393401,"LGALS1;SERPINE2;IGF1;GAS6;THBS1;SLC7A2;TGFBR2"
"166","negative regulation of response to external stimulus (GO:0032102)","5/215",0.00287351570484003,0.0268829511422685,0,0,5.51820728291317,32.2937575877167,"PTGIS;SERPINE2;SPP1;PLAT;CD34"
"167","nucleobase-containing small molecule interconversion (GO:0015949)","2/18",0.0029235749988555,0.0271874968456442,0,0,28.2585227272727,164.887013408351,"AK1;NME2"
"168","striated muscle cell development (GO:0055002)","3/65",0.00314667329585696,0.0289201533833708,0,0,11.0389321468298,63.599808328221,"LMNA;FHL2;IGF1"
"169","gland development (GO:0048732)","5/220",0.00317107884827268,0.0289201533833708,0,0,5.38850889192886,31.0037742608905,"MDK;TGFB3;ALDH1A2;IGF1;RUNX1"
"170","response to unfolded protein (GO:0006986)","4/135",0.00324028058282563,0.0289201533833708,0,0,7.02254571276407,40.2539016484008,"LMNA;SERPINH1;KDELR3;THBS1"
"171","myoblast differentiation (GO:0045445)","2/19",0.00325799214877101,0.0289201533833708,0,0,26.5949197860963,152.299642574341,"LGALS1;IGF1"
"172","endothelial cell proliferation (GO:0001935)","2/19",0.00325799214877101,0.0289201533833708,0,0,26.5949197860963,152.299642574341,"MMP14;CD34"
"173","regulation of membrane protein ectodomain proteolysis (GO:0051043)","2/19",0.00325799214877101,0.0289201533833708,0,0,26.5949197860963,152.299642574341,"TIMP3;TIMP1"
"174","secretory granule organization (GO:0033363)","2/19",0.00325799214877101,0.0289201533833708,0,0,26.5949197860963,152.299642574341,"SERPINE2;F2R"
"175","regulation of bone mineralization (GO:0030500)","3/66",0.00328588210437945,0.0289201533833708,0,0,10.8631636562671,62.1168748671013,"FBN2;TGFB3;MGP"
"176","regulation of phosphatidylinositol 3-kinase signaling (GO:0014066)","3/66",0.00328588210437945,0.0289201533833708,0,0,10.8631636562671,62.1168748671013,"SERPINE2;F2R;IGF1"
"177","protein maturation (GO:0051604)","5/222",0.00329611535663659,0.0289201533833708,0,0,5.33830306316075,30.5084589580119,"MTCH1;MMP14;F2R;SERPINH1;PLAT"
"178","axon development (GO:0061564)","2/20",0.00360943352775195,0.031001690515676,0,0,25.1161616161616,141.258427588724,"TNC;NREP"
"179","renal system process involved in regulation of systemic arterial blood pressure (GO:0003071)","2/20",0.00360943352775195,0.031001690515676,0,0,25.1161616161616,141.258427588724,"F2R;GAS6"
"180","regulation of homotypic cell-cell adhesion (GO:0034110)","2/20",0.00360943352775195,0.031001690515676,0,0,25.1161616161616,141.258427588724,"LGALS1;SERPINE2"
"181","cellular response to nitrogen compound (GO:1901699)","7/438",0.0036132041103267,0.031001690515676,0,0,3.81161770050038,21.4333374660301,"COL1A1;COL3A1;COL1A2;MMP2;COL6A1;COL5A2;ADCY7"
"182","cell-substrate adhesion (GO:0031589)","4/140",0.00369052369913485,0.0314381214536547,0,0,6.76265389876881,37.8842985982542,"COL3A1;ITGB5;GAS6;CD34"
"183","growth (GO:0040007)","6/329",0.00370455648809969,0.0314381214536547,0,0,4.33149049093322,24.2485142610089,"GSN;TGFB3;DPYSL3;TNC;EMP1;IGF1"
"184","positive regulation of protein transport (GO:0051222)","5/231",0.00390312262242293,0.0323279851646564,0,0,5.12337324310255,28.4141172071398,"TGFB3;F2R;IGF1;GAS6;CD34"
"185","nucleoside diphosphate phosphorylation (GO:0006165)","2/21",0.00397774261647458,0.0323279851646564,0,0,23.7930622009569,131.505225598362,"AK1;NME2"
"186","regulation of insulin-like growth factor receptor signaling pathway (GO:0043567)","2/21",0.00397774261647458,0.0323279851646564,0,0,23.7930622009569,131.505225598362,"IGFBP4;IGF1"
"187","mammary gland development (GO:0030879)","2/21",0.00397774261647458,0.0323279851646564,0,0,23.7930622009569,131.505225598362,"TGFB3;IGF1"
"188","response to vitamin D (GO:0033280)","2/21",0.00397774261647458,0.0323279851646564,0,0,23.7930622009569,131.505225598362,"TNC;SPP1"
"189","homeostasis of number of cells within a tissue (GO:0048873)","2/21",0.00397774261647458,0.0323279851646564,0,0,23.7930622009569,131.505225598362,"F2R;ILDR2"
"190","response to topologically incorrect protein (GO:0035966)","4/143",0.00398011320585405,0.0323279851646564,0,0,6.61569349171825,36.5612663273917,"LMNA;SERPINH1;KDELR3;THBS1"
"191","regulation of protein import into nucleus (GO:0042306)","4/143",0.00398011320585405,0.0323279851646564,0,0,6.61569349171825,36.5612663273917,"FZD1;TGFB3;IGF1;GAS6"
"192","single-organism nuclear import (GO:1902593)","3/71",0.00403839608624813,0.0323279851646564,0,0,10.0618661257606,55.4600771152745,"TGFB3;F2R;LMNA"
"193","protein import into nucleus (GO:0006606)","3/71",0.00403839608624813,0.0323279851646564,0,0,10.0618661257606,55.4600771152745,"TGFB3;F2R;LMNA"
"194","renal system process (GO:0003014)","3/71",0.00403839608624813,0.0323279851646564,0,0,10.0618661257606,55.4600771152745,"F2R;GAS6;CD34"
"195","positive regulation of collagen biosynthetic process (GO:0032967)","2/22",0.00436276393082734,0.034074767250822,0,0,22.6022727272727,122.835430026521,"TGFB3;F2R"
"196","cellular response to nutrient (GO:0031670)","2/22",0.00436276393082734,0.034074767250822,0,0,22.6022727272727,122.835430026521,"TNC;GAS6"
"197","neuron projection regeneration (GO:0031102)","2/22",0.00436276393082734,0.034074767250822,0,0,22.6022727272727,122.835430026521,"TNC;NREP"
"198","regulation of transforming growth factor beta production (GO:0071634)","2/22",0.00436276393082734,0.034074767250822,0,0,22.6022727272727,122.835430026521,"THBS1;CD34"
"199","epithelial cell proliferation (GO:0050673)","3/73",0.00436630951893985,0.034074767250822,0,0,9.77339901477833,53.1070584561685,"MMP14;COL8A1;CD34"
"200","negative regulation of neuron differentiation (GO:0045665)","4/147",0.00438966760297518,0.0340857689371023,0,0,6.42933810375671,34.9016732866121,"LGALS1;DPYSL3;SPP1;VIM"
"201","negative regulation of cell development (GO:0010721)","5/239",0.00450658543757507,0.0348195382316123,0,0,4.94620412267471,26.7204606835487,"COL3A1;LGALS1;DPYSL3;SPP1;VIM"
"202","nuclear import (GO:0051170)","3/75",0.00470993726629971,0.0353729145654259,0,0,9.50095785440613,50.9068988190426,"TGFB3;F2R;LMNA"
"203","regulation of fibroblast proliferation (GO:0048145)","3/75",0.00470993726629971,0.0353729145654259,0,0,9.50095785440613,50.9068988190426,"S100A6;IGF1;GAS6"
"204","muscle cell development (GO:0055001)","3/75",0.00470993726629971,0.0353729145654259,0,0,9.50095785440613,50.9068988190426,"LMNA;FHL2;IGF1"
"205","antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent (GO:0002479)","3/75",0.00470993726629971,0.0353729145654259,0,0,9.50095785440613,50.9068988190426,"ITGB5;SEC61G;SEC61B"
"206","cartilage development (GO:0051216)","3/75",0.00470993726629971,0.0353729145654259,0,0,9.50095785440613,50.9068988190426,"COL1A1;THBS1;TGFBR2"
"207","actin filament organization (GO:0007015)","4/150",0.00471487013203037,0.0353729145654259,0,0,6.29627269831156,33.7293463316536,"GSN;ITGB5;ELN;DPYSL3"
"208","positive regulation of collagen metabolic process (GO:0010714)","2/23",0.00476434301909198,0.0354020320988031,0,0,21.5248917748918,115.084892251489,"TGFB3;F2R"
"209","regulation of macrophage activation (GO:0043030)","2/23",0.00476434301909198,0.0354020320988031,0,0,21.5248917748918,115.084892251489,"THBS1;SLC7A2"
"210","positive regulation of filopodium assembly (GO:0051491)","2/24",0.00518232645068465,0.037608191485576,0,0,20.5454545454545,108.120479236611,"TGFB3;DPYSL3"
"211","anatomical structure maturation (GO:0071695)","2/24",0.00518232645068465,0.037608191485576,0,0,20.5454545454545,108.120479236611,"MMP2;ALDH1A2"
"212","embryonic hemopoiesis (GO:0035162)","2/24",0.00518232645068465,0.037608191485576,0,0,20.5454545454545,108.120479236611,"RUNX1;TGFBR2"
"213","positive regulation of blood coagulation (GO:0030194)","2/24",0.00518232645068465,0.037608191485576,0,0,20.5454545454545,108.120479236611,"F2R;THBS1"
"214","positive regulation of hemostasis (GO:1900048)","2/24",0.00518232645068465,0.037608191485576,0,0,20.5454545454545,108.120479236611,"F2R;THBS1"
"215","regulation of tumor necrosis factor production (GO:0032680)","3/78",0.00525530516088157,0.0377012919682472,0,0,9.11954022988506,47.8640638051938,"GAS6;CD34;THBS1"
"216","positive regulation of protein kinase B signaling (GO:0051897)","3/78",0.00525530516088157,0.0377012919682472,0,0,9.11954022988506,47.8640638051938,"IGF1;GAS6;THBS1"
"217","negative regulation of neuron death (GO:1901215)","4/155",0.0052922612035273,0.0377012919682472,0,0,6.08624672724472,31.901121109917,"MDK;TGFB3;F2R;CD34"
"218","cell chemotaxis (GO:0060326)","4/155",0.0052922612035273,0.0377012919682472,0,0,6.08624672724472,31.901121109917,"DPYSL3;SPP1;GAS6;CXCL14"
"219","antigen processing and presentation of exogenous peptide antigen via MHC class I (GO:0042590)","3/79",0.00544517569483972,0.0386135061830415,0,0,8.99909255898367,46.9124967904299,"ITGB5;SEC61G;SEC61B"
"220","pancreas development (GO:0031016)","2/25",0.00561656181699289,0.039448488972642,0,0,19.651185770751,101.833143826178,"ALDH1A2;ILDR2"
"221","negative regulation of cell-matrix adhesion (GO:0001953)","2/25",0.00561656181699289,0.039448488972642,0,0,19.651185770751,101.833143826178,"MMP14;THBS1"
"222","regulation of tumor necrosis factor superfamily cytokine production (GO:1903555)","3/80",0.0056391272066494,0.039448488972642,0,0,8.88177339901478,45.9900533734116,"GAS6;CD34;THBS1"
"223","negative regulation of transport (GO:0051051)","6/361",0.00579405796448068,0.0403505471696793,0,0,3.93460764587525,20.2668585617942,"FZD1;SERPINE2;F2R;GAS6;CD34;THBS1"
"224","response to metal ion (GO:0010038)","5/255",0.00590845967267547,0.0409635619270759,0,0,4.62588235294118,23.737114448506,"GSN;S100A16;S100A13;CRIP1;THBS1"
"225","regulation of protein secretion (GO:0050708)","4/161",0.00604545227539059,0.0411436338762661,0,0,5.8518737964746,29.8939987244544,"TGFB3;F2R;GAS6;CD34"
"226","regulation of collagen biosynthetic process (GO:0032965)","2/26",0.00606689771903731,0.0411436338762661,0,0,18.8314393939394,96.1327635183964,"TGFB3;F2R"
"227","positive regulation of coagulation (GO:0050820)","2/26",0.00606689771903731,0.0411436338762661,0,0,18.8314393939394,96.1327635183964,"F2R;THBS1"
"228","positive regulation of epithelial to mesenchymal transition (GO:0010718)","2/26",0.00606689771903731,0.0411436338762661,0,0,18.8314393939394,96.1327635183964,"COL1A1;TGFB3"
"229","prostate gland epithelium morphogenesis (GO:0060740)","2/26",0.00606689771903731,0.0411436338762661,0,0,18.8314393939394,96.1327635183964,"TNC;IGF1"
"230","protein oligomerization (GO:0051259)","6/366",0.00618536671961477,0.0417646718067901,0,0,3.87896825396825,19.7267606388981,"COLEC12;COL1A1;COL1A2;COL6A2;DPYSL3;COL6A1"
"231","positive regulation of ossification (GO:0045778)","3/83",0.00624569848778835,0.0419894794438758,0,0,8.54741379310345,43.3854953847824,"FBN2;TGFB3;IGF1"
"232","integrin-mediated signaling pathway (GO:0007229)","3/84",0.00645620201715194,0.0432175936751593,0,0,8.44146445295871,42.5678914596444,"COL3A1;ITGB5;NME2"
"233","response to inorganic substance (GO:0010035)","6/370",0.00651204684493386,0.043404329399924,0,0,3.83555729984301,19.3085845903018,"COL1A1;GSN;S100A16;S100A13;CRIP1;THBS1"
"234","positive regulation of leukocyte activation (GO:0002696)","5/262",0.00660915643448525,0.0438633330886991,0,0,4.49828336003662,22.5782303081681,"LGALS1;IGF1;GAS6;THBS1;TGFBR2"
"235","striated muscle tissue development (GO:0014706)","3/85",0.00667089782347409,0.0440846992334266,0,0,8.3380992430614,41.7738840607814,"ELN;ALDH1A2;VAMP5"
"236","negative regulation of cell migration (GO:0030336)","4/166",0.00672516678139865,0.0442550169979327,0,0,5.66982486362331,28.3598887844875,"COL3A1;DPYSL3;TIMP1;THBS1"
"237","regulation of protein targeting (GO:1903533)","4/167",0.00686693054471041,0.0447693286664339,0,0,5.63475531459552,28.0669307019278,"FZD1;TGFB3;IGF1;GAS6"
"238","regulation of reproductive process (GO:2000241)","3/86",0.00688980653656001,0.0447693286664339,0,0,8.23722476111342,41.0025347907032,"PLAT;TIMP1;RUNX1"
"239","myeloid leukocyte activation (GO:0002274)","3/86",0.00688980653656001,0.0447693286664339,0,0,8.23722476111342,41.0025347907032,"S100A13;SLC7A2;TGFBR2"
"240","positive regulation of I-kappaB kinase/NF-kappaB signaling (GO:0043123)","4/168",0.0070106615964749,0.0453648227471896,0,0,5.6001134429949,27.7783726531503,"LGALS1;F2R;S100A13;S100A4"
"241","regulation of protein transport (GO:0051223)","6/379",0.00729283319560539,0.0468728198562028,0,0,3.74128686327078,18.410360722989,"FZD1;TGFB3;F2R;IGF1;GAS6;CD34"
"242","negative regulation of cell motility (GO:2000146)","4/170",0.0073040710915654,0.0468728198562028,0,0,5.53208181563463,27.2140995401935,"COL3A1;DPYSL3;TIMP1;THBS1"
"243","positive regulation of cell adhesion (GO:0045785)","4/171",0.00745377208305556,0.0476232821155473,0,0,5.4986770644757,26.9382116941887,"LGALS1;SPP1;COL8A1;THBS1"
"244","negative regulation of mitochondrion organization (GO:0010823)","2/29",0.00751300973490604,0.0476232821155473,0,0,16.736531986532,81.8603717667472,"LMNA;IGF1"
"245","embryonic cranial skeleton morphogenesis (GO:0048701)","2/29",0.00751300973490604,0.0476232821155473,0,0,16.736531986532,81.8603717667472,"MMP14;TGFBR2"
"246","positive regulation of cell activation (GO:0050867)","5/272",0.00770862649676867,0.0486646217458608,0,0,4.32760519938312,21.0555963458751,"LGALS1;IGF1;GAS6;THBS1;TGFBR2"
"247","regulation of ossification (GO:0030278)","4/173",0.00775922227403863,0.0487857173748259,0,0,5.4330535296546,26.3985180385137,"FBN2;TGFB3;MGP;IGF1"
"248","platelet-derived growth factor receptor signaling pathway (GO:0048008)","2/30",0.00802625385584383,0.0494633818973233,0,0,16.137987012987,77.8663905506349,"PLAT;PDGFRL"
"249","positive regulation of multicellular organismal metabolic process (GO:0044253)","2/30",0.00802625385584383,0.0494633818973233,0,0,16.137987012987,77.8663905506349,"TGFB3;F2R"
"250","dendritic cell differentiation (GO:0097028)","2/30",0.00802625385584383,0.0494633818973233,0,0,16.137987012987,77.8663905506349,"GAS6;TGFBR2"
"251","endochondral ossification (GO:0001958)","2/30",0.00802625385584383,0.0494633818973233,0,0,16.137987012987,77.8663905506349,"COL1A1;MMP14"
"252","replacement ossification (GO:0036075)","2/30",0.00802625385584383,0.0494633818973233,0,0,16.137987012987,77.8663905506349,"COL1A1;MMP14"
"253","regulation of leukocyte activation (GO:0002694)","6/390",0.00833677668487081,0.0511739691367762,0,0,3.63206845238095,17.3869972563513,"LGALS1;IGF1;GAS6;THBS1;SLC7A2;TGFBR2"
"254","positive regulation of cell-substrate adhesion (GO:0010811)","3/93",0.00854175139573079,0.0513187877797756,0,0,7.59386973180077,36.1680008263909,"SPP1;COL8A1;THBS1"
"255","regulation of endothelial cell apoptotic process (GO:2000351)","2/31",0.00855485651156011,0.0513187877797756,0,0,15.5807210031348,74.1838036079248,"GAS6;THBS1"
"256","regulation of Rho protein signal transduction (GO:0035023)","2/31",0.00855485651156011,0.0513187877797756,0,0,15.5807210031348,74.1838036079248,"COL3A1;F2R"
"257","cardiac muscle cell development (GO:0055013)","2/31",0.00855485651156011,0.0513187877797756,0,0,15.5807210031348,74.1838036079248,"LMNA;FHL2"
"258","peptide cross-linking (GO:0018149)","2/31",0.00855485651156011,0.0513187877797756,0,0,15.5807210031348,74.1838036079248,"COL3A1;THBS1"
"259","regulation of nucleocytoplasmic transport (GO:0046822)","4/178",0.00855863878619568,0.0513187877797756,0,0,5.27559476075916,25.1161260377992,"FZD1;TGFB3;IGF1;GAS6"
